work_order_id,appointment_id,customer_id,vehicle_id,opened_at,closed_at,status,advisor,assigned_tech,priority,odometer,symptom,cause,correction,labor_hours,labor_sale,parts_sale,shop_supplies,sublet_sale,discount,tax,total,approval_state,payment_state,invoice_number,tags,notes
WO-406019,,CUST-101396,VEH-202468,2024-02-29T23:10,2024-03-02T09:10,closed,Ava Williams,Oliver Scott,low,259693,Vibration,,Replaced front pads/rotors,11.1,1366.56,860.38,34.46,0,0.7,113.04,2373.74,pending,paid,INV-506019,,Customer approved by text
WO-406020,,CUST-101203,VEH-200917,2025-10-31T00:30,,completed,Aiden Lee,Avery Adams,high,221621,Oil life low,Pads below spec,Diagnosed wiring fault,13.1,1932.13,2249.08,170.88,0,0,217.6,4569.69,approved,partial,INV-506020,comeback-risk,
WO-406021,APPT-300359,CUST-100204,VEH-202334,2024-03-28T13:16,2024-03-31T18:16,awaiting_approval,Liam Walker,Finn Lee,high,121449,Pulling left,,Installed battery,8.9,1346.1,687.03,34.68,0,0,103.39,2171.2,approved,partial,INV-506021,"fleet, pm, upsell",Customer approved by text
WO-406022,,CUST-100819,VEH-201325,2024-11-27T05:23,2024-11-29T23:23,completed,Maya Walker,James Martin,high,144579,Overheating,Loose tie rod,Performed PM service,2.9,517.54,1366.09,31.99,0,0,95.78,2011.4,not_required,partial,INV-506022,,Legacy WO imported from old DMS
WO-406023,APPT-300560,CUST-100975,VEH-201506,2025-09-26T14:17,2025-09-28T18:17,completed,Lucas Robinson,Maya Brown,normal,70913,Oil life low,Coolant leak at upper hose,Replaced front pads/rotors,7.0,1194.31,1524.28,84.84,0,0,140.17,2943.6,not_required,written_off,INV-506023,"fleet, diag",Fleet billing
WO-406024,,CUST-100028,VEH-200109,2025-03-29T16:13,,invoiced,Maya Clark,,normal,174768,Vibration,Coolant leak at upper hose,,9.1,1194.78,528.2,7.41,0,51.12,83.96,1763.23,pending,paid,INV-506024,"diag, brakes, waiter",Customer approved by text
WO-406025,,CUST-100390,VEH-201014,2025-08-09T08:31,2025-08-14T02:31,invoiced,Hudson Clark,Maya Thomas,low,268995,CEL on,Front tires cupped,Recommended tires,10.8,1881.15,1056.82,74.57,0,0,150.63,3163.17,not_required,written_off,INV-506025,pm,Needs comeback follow-up
WO-406026,,CUST-100658,VEH-201059,2024-02-06T12:28,,invoiced,Elijah Brown,,normal,225202,PM due,Coolant leak at upper hose,Replaced front pads/rotors,11.6,2116.82,989.28,42.34,0,0,157.42,3305.86,approved,partial,INV-506026,"fleet, diag, brakes",Fleet billing
WO-406027,,CUST-100065,VEH-202304,2026-01-25T15:20,,awaiting_approval,Emma Moore,Lucas Thompson,low,371882,PM due,Loose tie rod,Replaced hose and topped coolant,15.5,2693.03,482.65,27.69,0,0,160.17,3363.54,declined,unpaid,INV-506027,"brakes, fleet, upsell",
WO-406028,APPT-300482,CUST-101648,VEH-201950,2024-01-28T07:04,,awaiting_approval,Jade Scott,Harper Nelson,low,172929,Pulling left,,Diagnosed wiring fault,7.4,1348.74,1475.54,77.02,0,31.48,143.49,3013.31,pending,paid,INV-506028,upsell,Fleet billing
WO-406029,,CUST-101006,VEH-201873,2025-01-01T23:06,,on_hold,Ella Hill,Mason Nelson,urgent,331676,Vibration,,Installed battery,0.7,128.55,1550.9,43.18,229.51,0,97.61,2049.75,declined,paid,INV-506029,,Needs comeback follow-up
WO-406030,APPT-300537,CUST-101242,VEH-201842,2024-04-14T22:05,,completed,Mateo Lee,James Thompson,normal,365187,Pulling left,P0420 stored,Performed PM service,9.1,1575.88,836.98,6.35,0,26.59,119.63,2512.25,declined,written_off,,upsell,Fleet billing
WO-406031,APPT-300574,CUST-101307,VEH-201101,2024-09-10T02:31,2024-09-11T13:31,completed,Mila Smith,,low,255600,No crank,Coolant leak at upper hose,Recommended tires,5.6,814.14,2384.38,13.38,0,0,160.6,3372.5,pending,partial,INV-506031,fleet,Needs comeback follow-up
WO-406032,APPT-300688,CUST-100372,VEH-202389,2024-08-19T08:34,2024-08-23T17:34,closed,Charlotte Davis,Scarlett Williams,urgent,300724,CEL on,Pads below spec,Replaced front pads/rotors,1.2,160.0,1380.16,36.82,0,0,78.85,1655.83,pending,partial,INV-506032,"diag, upsell, pm",Legacy WO imported from old DMS
WO-406033,APPT-300162,CUST-100775,VEH-200561,2024-02-20T05:15,2024-02-24T10:15,awaiting_approval,Wyatt Moore,Edward Adams,high,153561,Grinding brakes,Front tires cupped,Performed PM service,1.7,239.82,284.61,1.07,0,0,26.28,551.78,pending,unpaid,INV-506033,"upsell, diag",Needs comeback follow-up
WO-406034,,CUST-100239,VEH-201903,2023-11-08T01:15,,awaiting_approval,Ava Smith,Avery Perez,normal,36454,Grinding brakes,Coolant leak at upper hose,Performed PM service,2.6,374.31,207.24,4.85,0,0,29.32,615.72,not_required,partial,,"fleet, waiter",Customer approved by text
WO-406035,,CUST-100289,VEH-202371,2023-11-15T07:19,2023-11-15T21:19,awaiting_approval,Noah Robinson,Charlotte Moore,urgent,362814,CEL on,Pads below spec,Replaced front pads/rotors,3.4,510.8,545.45,36.19,0,0,54.62,1147.06,approved,partial,INV-506035,,Needs comeback follow-up
WO-406036,,CUST-101092,VEH-201206,2026-01-04T20:49,2026-01-09T11:49,completed,Scarlett Wright,,high,112810,ABS light,Battery failed load test,Replaced hose and topped coolant,12.5,1474.38,510.73,40.57,0,0,101.28,2126.96,declined,unpaid,INV-506036,"comeback-risk, diag",Fleet billing
WO-406037,APPT-300229,CUST-100098,VEH-202092,2024-03-29T02:30,2024-03-30T03:30,completed,Aiden Baker,Kaitlyn Taylor,normal,314410,CEL on,Battery failed load test,Installed battery,13.8,2345.1,2075.25,164.61,0,0,229.25,4814.21,pending,unpaid,INV-506037,"waiter, fleet",Needs comeback follow-up
WO-406038,,CUST-100665,VEH-201664,2026-01-16T23:09,2026-01-21T02:09,closed,Abigail Young,Avery Harris,normal,80472,CEL on,Front tires cupped,Performed PM service,5.7,691.19,1911.38,102.54,0,124.92,129.01,2709.2,approved,written_off,INV-506038,diag,Legacy WO imported from old DMS
WO-406039,,CUST-100410,VEH-200317,2024-03-16T03:45,2024-03-18T10:45,closed,Emma Walker,Mateo Sanchez,high,718,Grinding brakes,Battery failed load test,Installed battery,4.6,837.43,561.52,27.0,83.24,64.62,72.23,1516.8,approved,paid,INV-506039,"brakes, waiter",Needs comeback follow-up
WO-406040,,CUST-100474,VEH-201062,2025-03-15T10:30,2025-03-16T03:30,invoiced,Liam Moore,Liam Nguyen,normal,111968,PM due,P0420 stored,Recommended tires,9.9,1406.37,2257.97,116.78,0,0,189.06,3970.18,pending,written_off,INV-506040,upsell,Customer approved by text
WO-406041,APPT-300716,CUST-100212,VEH-202343,2025-04-03T12:09,2025-04-06T10:09,awaiting_approval,Riley Green,,low,222437,Vibration,P0420 stored,Replaced front pads/rotors,2.1,319.11,283.84,17.47,0,0,31.02,651.44,declined,paid,INV-506041,"comeback-risk, fleet, pm",Customer approved by text
WO-406042,,CUST-101262,VEH-200298,2024-07-21T08:28,2024-07-21T20:28,invoiced,Edward Smith,Logan Miller,normal,863,Oil life low,Coolant leak at upper hose,Diagnosed wiring fault,1.2,215.27,335.63,12.69,0,0,28.18,591.77,not_required,unpaid,INV-506042,"pm, comeback-risk",Customer approved by text
WO-406043,APPT-300802,CUST-101284,VEH-200668,2023-10-28T03:08,,in_progress,Finn Robinson,Ava Nguyen,high,277652,Vibration,Loose tie rod,,8.2,1019.24,18.45,1.44,0,0,51.96,1091.09,declined,paid,INV-506043,,
WO-406044,,CUST-100473,VEH-202599,2024-08-02T06:10,2024-08-05T23:10,invoiced,Evelyn Williams,Ethan Green,low,247087,Pulling left,Coolant leak at upper hose,Installed battery,11.3,1679.86,566.28,5.61,0,90.21,108.08,2269.62,declined,partial,INV-506044,"upsell, waiter, pm",Customer approved by text
WO-406045,,CUST-100320,VEH-201113,2023-11-01T04:09,2023-11-04T00:09,completed,Ava Johnson,,high,412976,Oil life low,Loose tie rod,Diagnosed wiring fault,9.5,1209.73,1765.14,45.24,0,0,151.01,3171.12,declined,paid,INV-506045,"diag, brakes, fleet",Fleet billing
WO-406046,,CUST-100756,VEH-202217,2023-12-15T05:36,2023-12-19T06:36,closed,Layla Nelson,Layla Martinez,urgent,10980,CEL on,Battery failed load test,,5.1,642.88,1354.38,15.01,0,0,100.61,2112.88,not_required,written_off,INV-506046,"pm, comeback-risk, diag",Customer approved by text
WO-406047,APPT-300129,CUST-100770,VEH-200332,2024-01-17T09:06,,in_progress,Sophia Smith,,urgent,407330,PM due,Front tires cupped,Installed battery,11.3,1908.83,244.47,8.39,0,0,108.08,2269.77,declined,written_off,INV-506047,,Fleet billing
WO-406048,,CUST-101449,VEH-201925,2025-05-29T19:03,2025-06-02T06:03,invoiced,Owen Martin,,normal,380591,PM due,,,5.9,968.86,979.38,49.1,0,0,99.87,2097.21,approved,partial,INV-506048,,Legacy WO imported from old DMS
WO-406049,,CUST-100414,VEH-200917,2025-08-07T06:59,2025-08-10T19:59,closed,Zoey Perez,Harper Perez,urgent,329948,ABS light,Coolant leak at upper hose,Diagnosed wiring fault,1.5,181.66,2208.94,139.3,0,0,126.5,2656.4,declined,unpaid,INV-506049,,Customer approved by text
WO-406050,,CUST-100507,VEH-201707,2025-10-14T04:36,2025-10-17T10:36,closed,Emma Martinez,Harper Lewis,urgent,228266,Pulling left,Pads below spec,Diagnosed wiring fault,9.4,1445.42,1131.17,53.07,0,0,131.48,2761.14,not_required,paid,,"waiter, brakes",Fleet billing
WO-406051,APPT-300454,CUST-101361,VEH-200449,2025-04-02T04:08,,awaiting_approval,Liam Baker,Zoey Scott,normal,199251,Grinding brakes,Loose tie rod,Replaced front pads/rotors,7.9,1249.41,1661.93,28.93,0,0,147.01,3087.28,declined,unpaid,INV-506051,fleet,
WO-406052,,CUST-100267,VEH-202317,2025-03-22T15:42,2025-03-22T18:42,closed,Liam Lee,Wyatt Wilson,urgent,218009,ABS light,P0420 stored,Performed PM service,12.2,1689.09,867.57,46.28,0,83.52,125.97,2645.39,pending,unpaid,INV-506052,"pm, upsell",Legacy WO imported from old DMS
WO-406053,APPT-300256,CUST-100079,VEH-200887,2026-02-25T11:08,,closed,Noah Martinez,Sophia Lewis,low,157573,Vibration,,Installed battery,13.7,2341.28,775.7,34.63,0,81.12,153.52,3224.01,declined,unpaid,INV-506053,comeback-risk,Customer approved by text
WO-406054,APPT-300813,CUST-100529,VEH-201665,2025-10-27T15:39,2025-10-29T10:39,closed,Jack Allen,Lucas Moore,normal,130005,Oil life low,,Replaced hose and topped coolant,5.6,919.85,548.5,15.49,0,0,74.19,1558.03,approved,partial,INV-506054,"diag, fleet",Fleet billing
WO-406055,,CUST-101502,VEH-201632,2024-03-06T02:15,2024-03-08T07:15,invoiced,Kaitlyn King,Mateo Ramirez,high,344349,PM due,Front tires cupped,Installed battery,3.6,559.8,336.37,15.52,0,8.15,45.18,948.72,approved,partial,INV-506055,,Customer approved by text
WO-406056,APPT-300780,CUST-100142,VEH-200815,2025-07-25T19:16,2025-07-29T04:16,invoiced,Leo Moore,Mia Clark,urgent,202385,Pulling left,Battery failed load test,Performed PM service,2.2,371.74,2240.19,47.3,0,0,132.96,2792.19,approved,paid,INV-506056,upsell,Fleet billing
WO-406057,APPT-300326,CUST-100129,VEH-200677,2024-01-17T16:34,2024-01-22T01:34,completed,Kaitlyn Johnson,Maya Rodriguez,high,147703,Overheating,Pads below spec,Installed battery,2.6,446.96,156.27,4.09,0,0,30.37,637.69,not_required,paid,,"waiter, pm",
WO-406058,APPT-300713,CUST-100488,VEH-201718,2025-07-09T06:11,2025-07-11T06:11,closed,Leo Sanchez,Ava Miller,high,346964,Pulling left,,Replaced front pads/rotors,3.2,378.35,917.78,57.08,0,0,67.66,1420.87,not_required,partial,INV-506058,"fleet, diag",
WO-406059,APPT-300598,CUST-100875,VEH-202173,2024-12-08T13:00,2024-12-10T01:00,awaiting_approval,Avery Adams,Layla Torres,low,14363,Grinding brakes,Coolant leak at upper hose,Replaced front pads/rotors,1.5,211.1,1101.95,6.38,0,71.74,62.38,1310.07,declined,paid,INV-506059,waiter,Legacy WO imported from old DMS
WO-406060,,CUST-100355,VEH-202340,2025-02-10T18:13,2025-02-12T15:13,invoiced,Finn Moore,Mason Martin,high,316561,CEL on,Loose tie rod,Recommended tires,14.7,2055.67,1094.57,70.53,0,0,161.04,3381.81,approved,partial,INV-506060,"brakes, waiter",Legacy WO imported from old DMS
WO-406061,APPT-300427,CUST-101120,VEH-200624,2025-05-13T18:56,2025-05-18T11:56,closed,Scarlett Perez,Maya Clark,urgent,246645,Grinding brakes,Coolant leak at upper hose,Recommended tires,9.5,1609.88,647.52,20.03,0,0,113.87,2391.3,approved,partial,INV-506061,"fleet, diag, waiter",Legacy WO imported from old DMS
WO-406062,APPT-300808,CUST-100107,VEH-201635,2025-11-28T15:02,2025-12-02T03:02,completed,Mateo Martinez,Sophia Taylor,low,376413,CEL on,P0420 stored,Replaced front pads/rotors,2.8,476.9,1000.27,3.46,0,0,74.03,1554.66,declined,partial,INV-506062,"comeback-risk, pm",Legacy WO imported from old DMS
WO-406063,,CUST-100211,VEH-200985,2025-12-06T07:19,2025-12-07T15:19,awaiting_approval,Mason Hill,,urgent,118954,No crank,Battery failed load test,Replaced hose and topped coolant,5.5,894.56,577.7,45.41,0,0,75.88,1593.55,declined,written_off,INV-506063,"fleet, brakes, upsell",Fleet billing
WO-406064,,CUST-101766,VEH-202494,2025-12-11T20:04,2025-12-16T01:04,closed,Jack Perez,Wyatt Adams,normal,324779,Grinding brakes,Battery failed load test,Recommended tires,1.0,184.92,1529.74,117.21,0,90.08,87.09,1828.88,not_required,paid,INV-506064,,
WO-406065,APPT-300078,CUST-101628,VEH-201602,2025-02-02T01:08,2025-02-03T13:08,invoiced,Mateo Baker,Amelia Sanchez,urgent,138171,Oil life low,Pads below spec,Diagnosed wiring fault,13.9,2193.28,309.63,20.85,0,0,126.19,2649.95,approved,paid,INV-506065,fleet,Customer approved by text
WO-406066,,CUST-100136,VEH-201733,2025-02-08T15:26,2025-02-09T01:26,completed,Mia Robinson,Finn Rodriguez,low,273630,Grinding brakes,P0420 stored,Replaced hose and topped coolant,7.9,1064.68,304.33,12.7,0,0,69.09,1450.8,approved,partial,INV-506066,,Customer approved by text
WO-406067,,CUST-101276,VEH-200431,2024-08-22T19:10,2024-08-25T13:10,closed,Mila Robinson,Charlotte Miller,normal,356866,Grinding brakes,Battery failed load test,,1.5,275.52,1642.77,103.75,334.51,0,117.83,2474.38,approved,unpaid,INV-506067,waiter,
WO-406068,APPT-300540,CUST-101077,VEH-201138,2025-06-12T23:50,2025-06-13T06:50,completed,Lucas Harris,,high,201945,No crank,Front tires cupped,Diagnosed wiring fault,8.6,1269.52,1390.0,18.48,0,104.58,128.67,2702.09,approved,written_off,INV-506068,"upsell, fleet, pm",Fleet billing
WO-406069,,CUST-100733,VEH-201861,2025-10-11T20:38,2025-10-16T15:38,invoiced,Scarlett King,James Thomas,low,225455,Vibration,Front tires cupped,Installed battery,7.6,1383.29,15.59,0.05,0,0,69.95,1468.88,approved,written_off,,"comeback-risk, fleet",Customer approved by text
WO-406070,APPT-300680,CUST-101713,VEH-200966,2023-10-22T19:57,2023-10-26T13:57,awaiting_approval,Zoey Scott,Emma Perez,urgent,387634,Overheating,Loose tie rod,Replaced front pads/rotors,11.2,1968.26,1930.75,153.19,0,0,202.61,4254.81,pending,partial,INV-506070,,Needs comeback follow-up
WO-406071,APPT-300241,CUST-100808,VEH-200275,2024-09-23T22:08,2024-09-25T12:08,invoiced,Ella Hill,Nora Perez,normal,415798,Grinding brakes,Coolant leak at upper hose,Replaced hose and topped coolant,10.6,1688.25,407.17,20.01,0,0,105.77,2221.2,not_required,written_off,INV-506071,upsell,Legacy WO imported from old DMS
WO-406072,,CUST-101302,VEH-200725,2024-12-09T19:56,2024-12-12T12:56,closed,Mila Ramirez,Mason Williams,normal,153588,PM due,Coolant leak at upper hose,Performed PM service,1.9,316.4,380.98,8.44,0,0,35.29,741.11,approved,partial,INV-506072,"brakes, diag",Customer approved by text
WO-406073,,CUST-100414,VEH-201838,2024-02-04T23:08,,closed,Leo Davis,Ava Miller,high,54448,Oil life low,Battery failed load test,Performed PM service,0.4,57.95,1824.71,124.75,0,0,100.37,2107.78,declined,paid,INV-506073,,Legacy WO imported from old DMS
WO-406074,,CUST-100480,VEH-200239,2025-02-06T10:13,2025-02-08T22:13,invoiced,Jack Young,Lucas Clark,normal,76907,Vibration,Battery failed load test,Replaced front pads/rotors,11.4,1689.18,1.84,0.14,0,0,84.56,1775.72,approved,paid,INV-506074,"pm, comeback-risk",Needs comeback follow-up
WO-406075,,CUST-101582,VEH-200534,2025-03-04T14:23,2025-03-09T01:23,closed,Harper Thompson,Ava Thompson,high,79273,Oil life low,Pads below spec,Installed battery,4.5,739.66,2361.08,75.89,0,0,158.83,3335.46,approved,written_off,,"diag, fleet, pm",Legacy WO imported from old DMS
WO-406076,APPT-300531,CUST-100196,VEH-200820,2024-01-05T13:04,2024-01-08T12:04,closed,Scarlett Lee,Ethan Thompson,normal,238273,Grinding brakes,Front tires cupped,Replaced hose and topped coolant,11.4,2028.35,743.06,36.08,0,0,140.37,2947.86,approved,written_off,INV-506076,"comeback-risk, waiter, pm",Legacy WO imported from old DMS
WO-406077,APPT-300120,CUST-100285,VEH-201171,2026-01-15T15:44,2026-01-16T06:44,invoiced,Mikayla Wilson,Owen Green,low,256683,ABS light,Coolant leak at upper hose,Installed battery,8.1,1090.75,638.48,48.97,197.23,0,98.77,2074.2,approved,written_off,INV-506077,,Customer approved by text
WO-406078,,CUST-101623,VEH-200739,2023-12-19T08:50,2023-12-21T15:50,invoiced,Mason Wright,Jack Adams,high,13451,ABS light,Pads below spec,Recommended tires,2.5,387.05,348.96,15.03,0,0,37.55,788.59,pending,partial,INV-506078,,
WO-406079,,CUST-101151,VEH-202224,2024-12-09T07:00,,invoiced,Abigail Perez,,urgent,401600,Overheating,Coolant leak at upper hose,Performed PM service,2.4,296.96,1099.98,72.26,0,66.88,70.12,1472.44,pending,partial,,"fleet, diag, comeback-risk",Customer approved by text
WO-406080,,CUST-100483,VEH-201482,2026-01-11T00:24,,awaiting_approval,Mateo King,Lucas Taylor,urgent,83041,No crank,P0420 stored,Replaced hose and topped coolant,5.3,654.14,2105.16,23.81,0,0,139.16,2922.27,approved,partial,INV-506080,"brakes, pm",
WO-406081,APPT-300926,CUST-101230,VEH-201277,2024-02-06T07:19,,awaiting_approval,Nora Lee,Leo Nguyen,urgent,403395,ABS light,Front tires cupped,Performed PM service,8.7,1580.68,965.54,68.8,0,0,130.75,2745.77,declined,paid,INV-506081,upsell,Legacy WO imported from old DMS
WO-406082,APPT-300411,CUST-100696,VEH-202043,2024-01-27T06:27,,invoiced,Ethan Lewis,Edward Johnson,normal,50533,Pulling left,Pads below spec,Diagnosed wiring fault,8.0,1046.6,2120.24,149.01,0,0,165.79,3481.64,pending,partial,INV-506082,"waiter, brakes, diag",
WO-406083,,CUST-100738,VEH-202149,2026-04-06T00:40,2026-04-06T21:40,closed,Ella White,Logan Anderson,normal,413673,Pulling left,Coolant leak at upper hose,Diagnosed wiring fault,0.8,100.69,982.33,44.83,0,0,56.39,1184.24,pending,partial,INV-506083,comeback-risk,Needs comeback follow-up
WO-406084,,CUST-101462,VEH-200416,2024-02-15T13:27,,closed,Mila Taylor,Lucas Nguyen,normal,105735,Vibration,,Performed PM service,15.6,2009.64,1268.71,26.68,0,0,165.25,3470.28,approved,partial,INV-506084,"upsell, pm",Fleet billing
WO-406085,APPT-300061,CUST-101694,VEH-201985,2025-11-04T13:54,2025-11-08T09:54,awaiting_approval,Lucas Brown,Jack Thomas,normal,237698,Overheating,P0420 stored,Replaced hose and topped coolant,9.3,1194.78,1686.63,22.66,0,0,145.2,3049.27,pending,written_off,INV-506085,brakes,Needs comeback follow-up
WO-406086,,CUST-100278,VEH-201108,2025-10-22T06:05,2025-10-24T03:05,closed,Avery Martinez,Emma Davis,urgent,7624,Vibration,Front tires cupped,Performed PM service,12.1,2208.71,523.4,13.05,0,0,137.26,2882.42,approved,written_off,INV-506086,"pm, diag, upsell",Customer approved by text
WO-406087,,CUST-100490,VEH-200832,2025-06-22T00:21,2025-06-26T13:21,awaiting_approval,Finn Clark,Mia Perez,low,128015,Overheating,P0420 stored,,6.6,987.19,737.43,47.87,0,0,88.62,1861.11,not_required,paid,INV-506087,comeback-risk,
WO-406088,,CUST-101276,VEH-201440,2026-03-30T13:47,2026-03-30T23:47,invoiced,Kaitlyn Nelson,Avery Jones,high,251043,ABS light,Battery failed load test,Installed battery,6.8,1246.13,2141.06,125.85,0,0,175.65,3688.69,declined,paid,,"brakes, fleet, upsell",
WO-406089,,CUST-101758,VEH-201707,2025-08-27T09:17,2025-08-27T21:17,closed,Scarlett Perez,Elijah King,low,125316,Overheating,Battery failed load test,Diagnosed wiring fault,1.6,269.4,1933.21,49.8,0,0,112.62,2365.03,not_required,partial,INV-506089,pm,Legacy WO imported from old DMS
WO-406090,,CUST-101123,VEH-201078,2023-11-22T13:10,2023-11-27T01:10,completed,Owen Thomas,Lucas Miller,high,18389,ABS light,Loose tie rod,Installed battery,5.5,736.72,1088.99,66.72,0,0,94.62,1987.05,declined,unpaid,INV-506090,"upsell, comeback-risk, brakes",Customer approved by text
WO-406091,,CUST-100296,VEH-200879,2023-11-19T10:57,2023-11-24T04:57,awaiting_approval,Avery Martinez,Nora Lewis,high,115422,Grinding brakes,P0420 stored,Diagnosed wiring fault,0.6,110.73,1988.9,80.92,0,0,109.03,2289.58,not_required,written_off,INV-506091,,Fleet billing
WO-406092,,CUST-101272,VEH-200419,2024-05-24T15:09,2024-05-25T23:09,closed,Owen Adams,,normal,124413,Grinding brakes,P0420 stored,,5.2,957.21,1157.19,48.36,103.01,0,113.29,2379.06,approved,unpaid,,diag,Fleet billing
