part_number,vendor_id,brand,description,category,unit_cost,sell_price,qty_on_hand,qty_reserved,reorder_point,location_bin,core_charge,taxable,active,supersedes_part_number,barcode,notes,last_received_at
STE-18510,VEND-004,Denso,Oil filter HD,Steering,579.41,734.98,74,8,6,,0,false,true,OLD-3379,,Legacy duplicate SKU?,2025-11-06T13:30
HOS-30638,VEND-009,Monroe,Brake pad set rear,Hoses,583.18,869.44,61,1,24,A-6-3,0,true,true,,119716639816,Negative qty from bad count,2024-11-20T13:30
TIR-36406,VEND-004,FleetGuard,Spark plugs set,Tires,351.41,993.68,15,6,6,B-8-22,0,false,false,,,Core tracked externally,2025-09-19T13:30
BRA-42017,VEND-004,NAPA,Brake pad set rear Economy,Brakes,602.09,970.01,38,3,21,,0,true,true,,144714547321,Negative qty from bad count,2026-01-05 13:30:28
ENG-68748,VEND-010,NAPA,DEF fluid 9.46L,Engine,41.16,862.78,31,7,25,B-6-19,0,false,true,OLD-7843,,Special order only,2025-01-06T13:30
LIG-36092,VEND-005,NAPA,Shock absorber,Lighting,103.51,736.78,38,0,21,,0,true,true,,478424465591,Special order only,11/20/2025
SUS-19587,VEND-010,NAPA,Starter,Suspension,12.93,610.45,109,3,8,,0,true,true,,,Core tracked externally,2024-12-22T13:30
FIL-19836,VEND-004,Wagner,Headlamp bulb,Filters,598.31,471.78,82,3,4,FLUID-RACK,0,true,true,,784053855696,Special order only,2024-09-18T13:30
STE-37780,VEND-010,Denso,Brake pad set rear HD,Steering,526.78,352.96,53,4,29,A-7-7,31.14,true,true,,806076552240,Legacy duplicate SKU?,2024-11-28T13:30
FIL-11933,VEND-009,Motorcraft,Starter,Filters,501.77,833.26,119,14,9,A-8-25,64.45,true,true,,630884103679,Legacy duplicate SKU?,09/12/2025
HOS-34046,VEND-009,Bosch,Brake pad set rear Premium,Hoses,25.81,419.62,101,9,2,B-8-20,0,true,true,,931483861990,Negative qty from bad count,2024-07-24T13:30
HOS-99788,VEND-004,Moog,Spark plugs set Economy,Hoses,436.34,464.62,26,6,14,B-1-5,76.34,true,true,,,,2024-11-29T13:30
LIG-56193,VEND-007,Monroe,Tie rod end,Lighting,395.12,394.98,50,9,26,B-5-19,0,true,false,,186078570253,Legacy duplicate SKU?,2024-06-02T13:30
TIR-27964,VEND-004,Monroe,Starter,Tires,292.98,165.54,31,9,28,FLUID-RACK,0,false,true,,832971761926,Core tracked externally,2025-03-07 13:30:28
SUS-50291,VEND-010,Wagner,Brake pad set rear,Suspension,437.97,249.3,15,5,29,A-3-27,0,false,false,,993933688425,Special order only,2026-04-01T13:30
HVA-48149,VEND-001,Moog,Oil filter,HVAC,642.4,906.2,25,6,8,,0,true,true,,,Legacy duplicate SKU?,2025-06-24
BOD-93820,VEND-010,Bosch,Battery 94R,Body,314.8,1033.85,23,0,1,A-6-5,106.73,true,true,,,Negative qty from bad count,2025-08-08T13:30
FLU-42827,VEND-006,Motorcraft,Alternator,Fluids,98.84,844.51,9,14,17,A-6-29,0,false,true,OLD-5420,,Legacy duplicate SKU?,2025-08-26T13:30
STE-34790,VEND-008,OEM,Engine air filter,Steering,305.17,907.41,111,1,0,,0,true,true,OLD-3956,253512661870,,2025-01-08T13:30
FIL-45764,VEND-008,Moog,Brake pad set rear,Filters,406.62,860.71,82,0,23,B-7-2,0,true,true,,122849280528,Core tracked externally,03/09/2026
BRA-59600,VEND-002,OEM,Shock absorber,Brakes,613.28,577.64,119,0,19,FLUID-RACK,0,true,true,,,Core tracked externally,2024-12-14
BOD-93081,VEND-006,Motorcraft,Spark plugs set HD,Body,224.37,6.52,65,7,30,TIRE-CAGE,0,false,true,,864800325021,,2025-01-08T13:30
HOS-15632,VEND-004,Wagner,Headlamp bulb Economy,Hoses,297.65,846.34,85,11,2,,0,true,false,,218649416249,Special order only,2024-06-25
HOS-82575,VEND-004,NAPA,Serpentine belt,Hoses,478.61,630.21,81,14,28,B-4-2,0,false,true,,,Special order only,2024-12-05
ELE-97393,VEND-007,FleetGuard,Cabin air filter Premium,Electrical,493.51,199.7,69,0,18,TIRE-CAGE,0,true,false,,489445379892,Core tracked externally,2025-11-10 13:30:28
LIG-26620,VEND-004,Wagner,Brake pad set front HD,Lighting,613.78,135.19,108,0,27,TIRE-CAGE,36.63,true,true,,648945453902,Special order only,2026-01-16T13:30
FIL-22687,VEND-010,Moog,Radiator hose upper,Filters,583.13,596.9,25,0,15,FLUID-RACK,0,true,false,,,Special order only,2026-01-02T13:30
HOS-20080,VEND-006,FleetGuard,Serpentine belt,Hoses,186.4,287.71,82,1,25,A-7-34,0,true,true,,,Special order only,2024-04-22T13:30
HVA-15089,VEND-008,Moog,Radiator hose upper,HVAC,60.44,1115.14,29,9,27,,17.64,true,true,,,Core tracked externally,2025-09-20
BEL-93015,VEND-001,Denso,Cabin air filter,Belts,169.74,766.06,35,4,28,A-1-8,0,true,true,,922822318128,Legacy duplicate SKU?,2025-03-26T13:30
LIG-51107,VEND-006,Motorcraft,Brake pad set rear Economy,Lighting,384.39,889.43,16,15,1,TIRE-CAGE,107.02,true,true,,871620296269,Core tracked externally,2026-02-22 13:30:28
SUS-27503,VEND-003,NAPA,Wheel seal kit,Suspension,404.56,941.22,21,0,24,A-2-25,113.72,true,false,,399604923992,Core tracked externally,2024-11-26T13:30
LIG-74828,VEND-005,Wagner,Serpentine belt,Lighting,301.54,369.9,98,14,5,B-2-14,61.85,true,true,,,,05/31/2024
BOD-20449,VEND-005,Motorcraft,Radiator hose upper,Body,470.95,31.2,12,3,25,A-10-16,0,true,false,,768620514616,Special order only,2024-09-26T13:30
HOS-48295,VEND-006,Denso,Starter,Hoses,546.53,553.48,70,7,0,FLUID-RACK,0,true,true,,595518949732,Special order only,2024-07-02T13:30
ENG-15173,VEND-008,Monroe,Cabin air filter Premium,Engine,75.83,70.89,64,4,4,,0,false,false,OLD-9461,,,2024-12-31T13:30
HOS-88834,VEND-010,ACDelco,Wheel seal kit,Hoses,55.13,1038.89,60,3,4,TIRE-CAGE,0,true,true,,,,2024-06-24T13:30
SUS-89670,VEND-002,OEM,Engine air filter,Suspension,402.07,737.24,45,6,29,FLUID-RACK,0,true,true,,038340467938,Core tracked externally,2026-02-03
BEL-80236,VEND-010,NAPA,Shock absorber,Belts,219.29,906.04,22,3,29,TIRE-CAGE,0,true,true,,740580743267,Negative qty from bad count,2025-02-08
BRA-21968,VEND-009,Bosch,Radiator hose upper,Brakes,380.75,643.24,25,7,23,B-4-25,83.08,true,true,,,,2024-08-17 13:30:28
ELE-29819,VEND-007,Moog,Engine air filter,Electrical,482.37,717.77,53,6,12,FLUID-RACK,47.52,false,false,,105722121535,Core tracked externally,2024-05-14T13:30
BEL-69240,VEND-005,Wagner,Brake pad set rear HD,Belts,242.86,83.01,4,7,29,TIRE-CAGE,53.11,true,false,,253630146909,,11/06/2025
BRA-67721,VEND-007,Denso,Serpentine belt,Brakes,441.51,334.77,80,6,26,FLUID-RACK,0,true,true,OLD-9095,912296090672,Core tracked externally,2025-07-22T13:30
ENG-69057,VEND-003,Bosch,Radiator hose upper Premium,Engine,143.56,558.81,97,9,25,A-6-6,0,true,false,,479313982147,Core tracked externally,2024-08-18T13:30
BRA-80488,VEND-009,FleetGuard,Wheel seal kit Economy,Brakes,317.56,333.38,63,11,8,FLUID-RACK,0,true,false,,,Core tracked externally,2025-01-13T13:30
BEL-92920,VEND-008,OEM,Tie rod end,Belts,20.22,92.69,60,15,9,TIRE-CAGE,104.02,true,true,,300113408465,Negative qty from bad count,2024-05-08T13:30
BRA-12256,VEND-010,Monroe,Oil filter,Brakes,282.77,594.1,26,6,16,,0,true,true,,076994937782,Negative qty from bad count,2026-02-25
BEL-20286,VEND-010,Wagner,Battery 94R,Belts,66.92,395.14,57,15,10,TIRE-CAGE,0,true,true,,485890807403,,2026-03-10T13:30
LIG-38533,VEND-005,Motorcraft,Spark plugs set,Lighting,47.77,818.75,93,7,23,A-2-14,0,false,true,,036277041974,Legacy duplicate SKU?,09/07/2025
BRA-38883,VEND-003,FleetGuard,Serpentine belt,Brakes,239.81,601.68,87,15,24,,0,true,true,,350166105630,Negative qty from bad count,2025-12-28
BRA-90902,VEND-007,Denso,Battery 94R Economy,Brakes,343.41,625.54,7,11,4,FLUID-RACK,88.67,true,true,,118596172257,Core tracked externally,2025-07-10
BRA-65893,VEND-008,Denso,Wheel seal kit,Brakes,458.57,212.88,81,2,27,,32.79,false,true,,885793756933,,2025-01-11T13:30
FIL-69557,VEND-005,ACDelco,Cabin air filter,Filters,624.13,1067.2,106,6,19,B-7-23,0,false,true,OLD-5441,250135340875,,2025-06-14T13:30
FIL-89601,VEND-006,Denso,Battery 94R,Filters,83.39,144.79,9,12,25,TIRE-CAGE,0,false,true,,,Negative qty from bad count,2024-04-23
SUS-63119,VEND-003,Denso,DEF fluid 9.46L,Suspension,439.07,481.24,45,12,25,FLUID-RACK,0,true,true,,865811874070,,2026-03-29 13:30:28
STE-93369,VEND-009,Moog,Brake pad set rear Economy,Steering,626.65,402.5,87,7,27,,0,true,true,OLD-6905,,Negative qty from bad count,07/23/2025
FLU-26945,VEND-001,Bosch,Tie rod end,Fluids,203.12,535.19,8,0,13,,0,false,true,,,Special order only,2025-09-14
BOD-54027,VEND-006,Moog,DEF fluid 9.46L Economy,Body,81.14,986.45,52,6,9,A-11-15,0,true,true,,,,2025-03-08T13:30
SUS-29892,VEND-006,Moog,Tie rod end,Suspension,587.29,229.76,6,7,17,,0,false,true,,,Negative qty from bad count,05/30/2025
BOD-16408,VEND-003,Wagner,Oil filter,Body,533.68,986.7,73,12,29,,0,false,true,,718057148530,Negative qty from bad count,2025-05-18 13:30:28
STE-93530,VEND-008,Motorcraft,Starter,Steering,127.55,384.33,76,14,18,FLUID-RACK,0,true,false,,613244143753,Legacy duplicate SKU?,2026-02-24 13:30:28
BOD-59545,VEND-007,NAPA,Starter,Body,206.61,570.65,20,12,13,B-4-5,0,true,true,,,Legacy duplicate SKU?,2024-06-02 13:30:28
SUS-24973,VEND-004,ACDelco,Cabin air filter,Suspension,104.06,1017.25,110,10,10,TIRE-CAGE,0,true,true,,309911673768,Negative qty from bad count,2025-04-14
BRA-56627,VEND-009,NAPA,Shock absorber,Brakes,373.97,451.56,20,4,27,FLUID-RACK,0,false,true,,,Core tracked externally,12/29/2025
STE-46332,VEND-009,ACDelco,Wheel seal kit HD,Steering,191.62,818.57,95,3,28,TIRE-CAGE,0,true,false,,,Legacy duplicate SKU?,2024-05-12T13:30
ELE-40409,VEND-002,Monroe,Radiator hose upper,Electrical,634.41,144.06,8,1,8,A-6-5,0,true,true,,,Negative qty from bad count,2025-08-01T13:30
FIL-41203,VEND-010,Denso,DEF fluid 9.46L,Filters,527.34,1148.76,42,3,22,FLUID-RACK,0,true,true,,,,2025-04-03 13:30:28
HVA-24543,VEND-005,Wagner,Battery 94R HD,HVAC,639.45,855.45,23,8,24,TIRE-CAGE,0,false,false,,,Legacy duplicate SKU?,2024-08-15T13:30
BRA-58663,VEND-006,Bosch,DEF fluid 9.46L Premium,Brakes,377.46,438.37,27,3,19,,84.23,true,true,OLD-1282,,,2025-02-11T13:30
BOD-41820,VEND-010,NAPA,Shock absorber,Body,544.0,481.83,26,3,21,FLUID-RACK,55.93,true,false,,285548008659,Legacy duplicate SKU?,2024-11-02 13:30:28
ELE-92353,VEND-007,Moog,Shock absorber HD,Electrical,348.32,379.34,7,2,5,,0,true,true,,673511666034,Negative qty from bad count,2026-03-06T13:30
FIL-71181,VEND-005,FleetGuard,Starter Premium,Filters,137.2,635.76,102,11,8,A-8-1,0,true,true,,469522846548,,01/01/2026
BEL-30912,VEND-003,Motorcraft,Serpentine belt,Belts,527.06,687.3,60,15,9,FLUID-RACK,0,true,true,,,,2025-02-01
ENG-45770,VEND-002,OEM,Battery 94R,Engine,497.8,536.96,-1,8,22,,0,false,false,,627867615793,Negative qty from bad count,2025-03-09T13:30
BRA-31156,VEND-006,NAPA,DEF fluid 9.46L,Brakes,253.28,78.39,91,8,1,,0,true,true,,487579160951,Special order only,2024-12-30
ELE-53348,VEND-010,FleetGuard,Radiator hose upper,Electrical,226.29,968.79,26,9,9,TIRE-CAGE,58.76,true,false,,,Core tracked externally,2024-09-03T13:30
HVA-83034,VEND-006,NAPA,Brake pad set front,HVAC,639.46,429.04,56,14,19,B-8-21,0,false,false,OLD-6513,796466694838,Negative qty from bad count,2025-07-07T13:30
ENG-53773,VEND-009,OEM,Radiator hose upper,Engine,29.96,711.95,40,5,7,FLUID-RACK,36.44,false,true,OLD-1132,,Legacy duplicate SKU?,2025-06-16T13:30
BEL-52235,VEND-007,Motorcraft,Shock absorber,Belts,558.41,724.01,1,3,1,TIRE-CAGE,0,true,true,OLD-6109,403841356987,,2026-01-15 13:30:28
BEL-99079,VEND-009,FleetGuard,Wheel seal kit Premium,Belts,509.14,695.29,62,5,12,B-7-9,0,false,false,,918587524327,Legacy duplicate SKU?,2025-08-16
FLU-69505,VEND-007,Wagner,Cabin air filter,Fluids,100.03,147.18,11,8,25,FLUID-RACK,0,true,true,,416586659974,,2025-11-20T13:30
HVA-96638,VEND-006,OEM,Radiator hose upper,HVAC,143.2,1062.74,92,14,9,A-5-37,0,true,true,,743088626875,Negative qty from bad count,2024-10-05T13:30
BEL-73582,VEND-001,Wagner,Oil filter Economy,Belts,514.47,466.62,43,6,1,,79.54,false,true,,,,2024-12-18T13:30
LIG-97158,VEND-009,Moog,Tie rod end,Lighting,62.22,380.63,16,0,16,A-5-33,0,true,false,,,Legacy duplicate SKU?,2024-05-23T13:30
FLU-56737,VEND-010,ACDelco,Tie rod end Premium,Fluids,566.55,419.23,113,4,2,B-6-2,0,false,false,,984357640693,Negative qty from bad count,2026-03-09T13:30
BEL-77402,VEND-003,Wagner,Alternator,Belts,412.18,749.59,94,9,24,A-2-27,0,false,false,,805248850922,Legacy duplicate SKU?,2024-05-12T13:30
BRA-92116,VEND-005,NAPA,Shock absorber,Brakes,454.1,1092.49,64,11,4,TIRE-CAGE,76.65,true,false,,824089354029,Special order only,2026-03-09
HVA-28082,VEND-001,Denso,Headlamp bulb,HVAC,486.31,377.99,46,3,29,A-2-32,0,false,true,,216920659381,Core tracked externally,2025-03-05T13:30
BEL-94264,VEND-007,Wagner,Battery 94R Premium,Belts,540.04,432.56,95,9,24,FLUID-RACK,95.37,false,true,OLD-9782,320168690798,Core tracked externally,08/31/2025
FLU-97968,VEND-006,OEM,Engine air filter Premium,Fluids,495.75,969.89,18,1,30,TIRE-CAGE,54.95,false,true,,249303156777,Legacy duplicate SKU?,2026-03-24T13:30
ELE-72202,VEND-004,OEM,Battery 94R,Electrical,350.6,132.72,70,5,4,A-9-14,0,false,true,,847107505437,Special order only,2024-12-05T13:30
HOS-31096,VEND-006,Monroe,Radiator hose upper,Hoses,364.16,275.02,34,11,29,FLUID-RACK,0,true,false,,,Special order only,2024-12-16T13:30
BOD-33426,VEND-002,ACDelco,Serpentine belt,Body,421.89,839.32,86,10,21,A-7-23,0,true,false,,118334168515,Special order only,2025-04-07T13:30
BRA-50584,VEND-008,FleetGuard,Battery 94R,Brakes,177.8,1141.47,93,0,15,TIRE-CAGE,19.24,true,true,,869112988259,Legacy duplicate SKU?,2025-12-19T13:30
TIR-40498,VEND-009,OEM,Engine air filter HD,Tires,279.26,734.76,80,6,3,TIRE-CAGE,0,false,true,,953165460143,Legacy duplicate SKU?,2024-10-07T13:30
HVA-17973,VEND-008,Wagner,Headlamp bulb,HVAC,117.65,524.67,27,10,0,A-11-19,22.05,false,false,,693670950312,Core tracked externally,2024-07-06T13:30
BRA-26991,VEND-003,ACDelco,Radiator hose upper HD,Brakes,65.71,412.33,69,3,7,FLUID-RACK,0,true,false,,195573045306,Special order only,2024-09-16 13:30:28
STE-61732,VEND-008,ACDelco,Oil filter Economy,Steering,600.49,973.69,71,3,7,TIRE-CAGE,22.57,true,true,,960942293264,Negative qty from bad count,2025-10-04
LIG-13346,VEND-009,Moog,Spark plugs set HD,Lighting,52.81,781.12,36,5,12,FLUID-RACK,0,true,false,,,,2025-06-01T13:30
HVA-24295,VEND-002,Moog,Cabin air filter,HVAC,287.64,148.71,87,14,11,FLUID-RACK,60.83,true,true,,827683958772,Legacy duplicate SKU?,2025-06-01
LIG-80458,VEND-003,Wagner,Alternator HD,Lighting,495.59,807.06,108,10,4,A-10-10,57.35,true,true,,,Legacy duplicate SKU?,2024-06-17
HOS-50299,VEND-009,NAPA,Brake pad set rear Economy,Hoses,466.35,297.06,27,1,7,,0,false,false,,108171762416,Core tracked externally,2024-09-26
SUS-99921,VEND-006,Motorcraft,Wheel seal kit,Suspension,95.5,273.75,117,5,25,FLUID-RACK,0,false,false,,964807534472,Special order only,2024-06-27T13:30
BOD-71001,VEND-008,ACDelco,Radiator hose upper,Body,491.92,1065.32,57,13,13,B-4-25,0,true,true,,959424676589,Special order only,2025-11-10 13:30:28
BEL-25212,VEND-008,ACDelco,Spark plugs set HD,Belts,576.71,301.55,61,0,21,B-4-23,51.49,false,false,,170000097312,Negative qty from bad count,2026-01-29T13:30
FLU-96199,VEND-009,Wagner,Shock absorber Economy,Fluids,339.67,295.96,85,6,27,B-6-15,97.83,false,true,,,,2024-07-10T13:30
BOD-38405,VEND-006,Wagner,Engine air filter HD,Body,248.78,986.56,58,7,7,,0,true,false,,338895497741,,2024-08-08T13:30
TIR-97109,VEND-003,NAPA,Serpentine belt,Tires,166.79,981.51,120,9,1,TIRE-CAGE,0,true,true,,929122403075,Negative qty from bad count,2025-03-19
BRA-27114,VEND-006,FleetGuard,Battery 94R,Brakes,436.75,838.75,23,4,4,B-5-19,0,true,false,OLD-6001,786689737963,Core tracked externally,2025-11-30
BEL-45773,VEND-009,OEM,Oil filter,Belts,454.09,441.62,-1,2,22,FLUID-RACK,0,true,true,,,Negative qty from bad count,10/23/2025
ENG-39008,VEND-004,Moog,Headlamp bulb,Engine,479.2,1032.89,26,4,26,,0,false,true,OLD-7684,391963585877,,07/31/2025
FIL-17579,VEND-008,Bosch,Shock absorber,Filters,34.18,123.42,3,2,22,A-10-38,0,false,false,OLD-8797,302328544347,Special order only,2025-11-27T13:30
ENG-10621,VEND-006,ACDelco,Oil filter,Engine,398.99,436.72,43,1,20,TIRE-CAGE,0,false,true,,915297099404,Special order only,2025-10-24
LIG-61661,VEND-004,OEM,Battery 94R,Lighting,511.75,252.4,95,9,0,B-4-15,0,false,false,,650699518371,Legacy duplicate SKU?,2025-04-23T13:30
STE-48521,VEND-009,ACDelco,Oil filter HD,Steering,111.64,86.19,111,1,19,FLUID-RACK,0,false,true,,,Legacy duplicate SKU?,03/08/2026
BEL-84342,VEND-005,NAPA,Battery 94R HD,Belts,403.57,458.77,52,2,3,B-1-24,0,true,true,,,Legacy duplicate SKU?,2024-10-23T13:30
BOD-44638,VEND-003,Wagner,Headlamp bulb HD,Body,55.84,980.93,36,13,25,B-2-11,0,true,true,,358953131485,Special order only,2025-10-06T13:30
ELE-16962,VEND-002,Wagner,Wheel seal kit,Electrical,636.2,1127.82,67,7,23,A-2-30,0,false,false,,704902527941,Special order only,2024-12-23
STE-66773,VEND-004,Wagner,Brake pad set rear,Steering,561.79,1140.36,54,15,6,FLUID-RACK,0,true,true,,115366776117,Special order only,12/05/2024
BRA-20945,VEND-007,NAPA,Starter,Brakes,590.45,682.39,54,2,4,,28.42,false,true,,208880056021,Negative qty from bad count,2024-11-23T13:30
LIG-13137,VEND-003,Monroe,Brake pad set rear,Lighting,396.76,150.05,104,7,16,B-7-7,115.47,false,true,,314133647710,,2024-10-04
ELE-94891,VEND-010,Wagner,Tie rod end Premium,Electrical,603.84,174.39,67,9,15,TIRE-CAGE,70.75,false,false,,575275735536,Legacy duplicate SKU?,2026-03-04T13:30
ENG-41505,VEND-002,Motorcraft,Starter Premium,Engine,453.79,732.73,92,9,5,FLUID-RACK,0,true,true,,796456002211,Legacy duplicate SKU?,07/26/2025
TIR-61706,VEND-006,Bosch,Battery 94R,Tires,306.53,702.58,57,15,28,TIRE-CAGE,0,true,true,OLD-5502,463448571588,Special order only,2025-08-11T13:30
HOS-63073,VEND-006,Motorcraft,DEF fluid 9.46L HD,Hoses,223.61,253.61,40,0,14,A-2-7,0,false,true,,082511558395,Negative qty from bad count,2026-01-17
BEL-54458,VEND-002,OEM,Alternator,Belts,486.84,1089.82,64,0,0,,0,true,true,,,Negative qty from bad count,2024-05-14T13:30
TIR-43453,VEND-010,Bosch,Battery 94R,Tires,170.86,405.41,110,14,15,B-6-16,0,false,false,,884441749481,Negative qty from bad count,06/18/2025
FIL-15202,VEND-003,NAPA,Wheel seal kit,Filters,440.33,824.64,66,14,7,B-5-19,0,true,true,,836976614530,Special order only,2024-06-17 13:30:28
BRA-81321,VEND-003,Wagner,Headlamp bulb HD,Brakes,148.48,868.83,68,1,2,A-11-25,0,true,false,,,Negative qty from bad count,2025-06-18T13:30
TIR-24922,VEND-004,Wagner,Oil filter HD,Tires,384.38,537.65,101,14,9,TIRE-CAGE,0,true,true,,224057201892,Legacy duplicate SKU?,2025-11-10T13:30
BOD-82250,VEND-010,Denso,Engine air filter Premium,Body,250.31,118.43,23,8,19,B-4-2,0,true,false,,,Legacy duplicate SKU?,2025-08-28
BRA-85377,VEND-002,Motorcraft,Serpentine belt Premium,Brakes,297.33,332.41,30,14,1,FLUID-RACK,0,false,true,,,Legacy duplicate SKU?,2024-11-17T13:30
BRA-59482,VEND-007,Moog,Brake pad set rear,Brakes,170.36,1050.04,103,11,28,,48.87,true,true,,,Legacy duplicate SKU?,2024-05-17T13:30
LIG-54906,VEND-003,NAPA,Shock absorber,Lighting,337.12,913.52,86,7,16,A-4-38,0,false,false,,144085311741,,2025-02-02T13:30
BRA-44025,VEND-003,Denso,Tie rod end,Brakes,628.7,968.73,105,5,7,,0,true,true,,553376609856,Core tracked externally,11/03/2024
FLU-83190,VEND-004,Motorcraft,DEF fluid 9.46L Economy,Fluids,550.04,591.57,72,12,16,TIRE-CAGE,0,false,true,,,Legacy duplicate SKU?,2024-12-05T13:30
FLU-27943,VEND-006,ACDelco,Oil filter,Fluids,119.7,419.53,84,14,26,B-8-14,0,true,true,,676248164444,Core tracked externally,2024-11-09 13:30:28
ELE-49653,VEND-003,Bosch,Oil filter,Electrical,192.64,632.76,63,2,11,A-8-27,78.63,true,true,,907141871368,Legacy duplicate SKU?,2024-09-17T13:30
BEL-73577,VEND-006,ACDelco,Shock absorber,Belts,431.8,103.73,102,12,23,,39.47,true,true,,909505496769,Special order only,11/02/2024
HVA-46169,VEND-009,Monroe,Serpentine belt,HVAC,309.56,359.93,29,1,7,FLUID-RACK,0,true,true,,467591613691,Special order only,2024-08-21T13:30
BOD-99597,VEND-008,Wagner,Cabin air filter,Body,458.3,459.8,56,6,13,,97.71,true,true,,339706335623,Core tracked externally,2024-11-10
SUS-21583,VEND-006,Motorcraft,Wheel seal kit,Suspension,283.3,377.45,114,2,2,,47.09,false,true,,399681283914,Special order only,2025-11-12T13:30
HOS-73862,VEND-003,Wagner,DEF fluid 9.46L,Hoses,13.53,806.38,21,15,17,FLUID-RACK,0,false,false,,001592848143,Core tracked externally,10/17/2025
BOD-71807,VEND-008,ACDelco,Oil filter Economy,Body,616.67,143.09,-2,15,2,FLUID-RACK,34.93,false,false,,,Core tracked externally,2024-12-07T13:30
BOD-84574,VEND-009,Denso,Radiator hose upper,Body,342.95,247.16,17,2,7,FLUID-RACK,0,true,false,,,Core tracked externally,2026-01-07T13:30
BEL-59567,VEND-010,Denso,Wheel seal kit HD,Belts,211.44,96.69,37,10,17,FLUID-RACK,0,true,true,,084129408231,Negative qty from bad count,2025-12-04T13:30
ELE-28911,VEND-010,ACDelco,Serpentine belt,Electrical,523.43,595.63,10,6,25,FLUID-RACK,0,true,false,,327141203989,Negative qty from bad count,2025-05-16T13:30
ENG-46874,VEND-003,ACDelco,Alternator,Engine,537.86,572.86,71,10,7,A-4-28,73.1,false,false,,338329944459,Negative qty from bad count,2025-08-16T13:30
ELE-80618,VEND-002,NAPA,Brake pad set front,Electrical,582.46,439.54,95,3,28,TIRE-CAGE,0,true,true,,,Legacy duplicate SKU?,2025-11-19 13:30:28
TIR-96450,VEND-007,Motorcraft,Tie rod end,Tires,20.59,813.6,3,14,9,B-4-10,49.53,false,true,,199157088528,Negative qty from bad count,08/28/2025
FLU-42935,VEND-006,NAPA,Wheel seal kit Premium,Fluids,550.08,966.39,86,3,19,B-7-23,0,false,true,,331053344687,,2026-01-25T13:30
STE-52562,VEND-008,NAPA,Oil filter,Steering,29.01,814.51,63,14,28,,0,true,false,,,,11/24/2024
ENG-94006,VEND-006,ACDelco,Brake pad set rear,Engine,623.73,203.64,102,12,26,,101.87,false,true,,220385580423,Core tracked externally,2025-04-28
